Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776344021,10,,Aggregated,1.000000,1.000000,370,410,450,640,9200,13000,15000,16000,16000,16000,16000,75,69,370,1944.3368093333079,244.93379999967146,15832.929900000181,277027.49333333335
1776344022,10,,Aggregated,1.000000,1.000000,370,410,450,640,9200,13000,15000,16000,16000,16000,16000,75,69,370,1944.3368093333079,244.93379999967146,15832.929900000181,277027.49333333335
1776344023,10,,Aggregated,0.600000,0.400000,370,430,450,640,9200,13000,15000,16000,16000,16000,16000,76,69,370,2004.2549407894448,244.93379999967146,15832.929900000181,355280.75
1776344024,10,,Aggregated,0.600000,0.400000,370,430,450,640,9200,13000,15000,16000,16000,16000,16000,76,69,370,2004.2549407894448,244.93379999967146,15832.929900000181,355280.75
1776344025,10,,Aggregated,0.600000,0.400000,370,430,450,640,9200,13000,15000,16000,16000,16000,16000,76,69,370,2004.2549407894448,244.93379999967146,15832.929900000181,355280.75
1776344026,10,,Aggregated,0.600000,0.400000,370,430,450,640,9200,13000,15000,16000,16000,16000,16000,76,69,370,2004.2549407894448,244.93379999967146,15832.929900000181,355280.75
1776344027,10,,Aggregated,0.400000,0.100000,370,440,530,1700,9800,13000,15000,16000,16000,16000,16000,79,69,370,2167.242835443014,244.93379999967146,15832.929900000181,420609.4683544304
1776344028,10,,Aggregated,0.400000,0.100000,370,440,530,1700,9800,13000,15000,16000,16000,16000,16000,79,69,370,2167.242835443014,244.93379999967146,15832.929900000181,420609.4683544304
1776344029,10,,Aggregated,0.400000,0.100000,370,440,530,1700,9800,13000,15000,16000,16000,16000,16000,79,69,370,2167.242835443014,244.93379999967146,15832.929900000181,420609.4683544304
1776344030,10,,Aggregated,0.400000,0.100000,370,440,530,1700,9800,13000,15000,16000,16000,16000,16000,79,69,370,2167.242835443014,244.93379999967146,15832.929900000181,420609.4683544304
1776344031,10,,Aggregated,0.400000,0.100000,370,440,530,1700,9800,13000,15000,16000,16000,16000,16000,79,69,370,2167.242835443014,244.93379999967146,15832.929900000181,420609.4683544304
1776344032,10,,Aggregated,0.400000,0.100000,370,440,530,1700,9800,13000,15000,16000,16000,16000,16000,79,69,370,2167.242835443014,244.93379999967146,15832.929900000181,420609.4683544304
1776344033,10,,Aggregated,0.400000,0.000000,380,440,640,2200,10000,14000,15000,16000,16000,16000,16000,80,70,370,2327.854647499981,244.93379999967146,15832.929900000181,415351.85
1776344034,10,,Aggregated,0.400000,0.000000,380,440,640,2200,10000,14000,15000,16000,16000,16000,16000,81,71,380,2484.5801469135617,244.93379999967146,15832.929900000181,410224.04938271607
1776344035,10,,Aggregated,0.400000,0.100000,380,450,1700,6500,11000,15000,16000,17000,17000,17000,17000,86,75,380,2808.0384430232366,244.93379999967146,16506.41080000014,458749.1046511628
1776344036,10,,Aggregated,0.400000,0.100000,380,450,2200,7400,12000,15000,16000,17000,17000,17000,17000,87,75,380,2952.808820689636,244.93379999967146,16506.41080000014,485122.8390804598
1776344037,10,,Aggregated,0.500000,0.200000,380,450,1700,7400,12000,15000,16000,17000,17000,17000,17000,89,77,380,2894.4923831460487,244.93379999967146,16506.41080000014,474221.202247191
1776344038,10,,Aggregated,0.500000,0.200000,380,450,1700,7400,12000,15000,16000,17000,17000,17000,17000,89,77,380,2894.4923831460487,244.93379999967146,16506.41080000014,474221.202247191
1776344039,10,,Aggregated,0.500000,0.200000,380,450,1700,7400,12000,15000,16000,17000,17000,17000,17000,89,77,380,2894.4923831460487,244.93379999967146,16506.41080000014,474221.202247191
1776344040,10,,Aggregated,1.000000,0.800000,380,450,1700,7400,12000,15000,16000,17000,17000,17000,17000,90,78,380,2872.409004444423,244.93379999967146,16506.41080000014,468952.0777777778
